Game,TotalWinPct,TotalWins,TotalLosses,Rank,DruidWin,DruidLoss,DruidWinPct,HunterWin,HunterLoss,HunterWinPct,MageWin,MageLoss,MageWinPct,PaladinWin,PaladinLoss,PaladinWinPct,PriestWin,PriestLoss,PriestWinPct,RogueWin,RogueLoss,RogueWinPct,ShamanWin,ShamanLoss,ShamanWinPct,WarlockWin,WarlockLoss,WarlockWinPct,WarriorWin,WarriorLoss,WarriorWinPct,DruidMetaPct,HunterMetaPct,MageMetaPct,PaladinMetaPct,PriestMetaPct,RogueMetaPct,ShamanMetaPct,WarlockMetaPct,WarriorMetaPct
212,0.523584906,111,101,9.4,,,0.875,,,1,,,0.45,,,0.166666667,,,0.538461539,,,0.59375,1,,0.464285714,,,0.6,,,0.472222222,0.037735849,0.014150943,0.094339623,0.028301887,0.122641509,0.150943396,0.264150943,0.117924528,0.169811321
213,0.525821596,112,101,9.5,,,0.875,,,1,,,0.45,,,0.166666667,,,0.538461539,,,0.59375,1,,0.473684211,,,0.6,,,0.472222222,0.037558685,0.014084507,0.093896714,0.028169014,0.122065728,0.150234742,0.267605634,0.117370892,0.169014085
214,0.528037383,113,101,8.2,,,0.875,,,1,,,0.45,,,0.166666667,,,0.538461539,1,,0.606060606,,,0.473684211,,,0.6,,,0.472222222,0.037383178,0.014018692,0.093457944,0.028037383,0.121495327,0.154205608,0.26635514,0.11682243,0.168224299
215,0.525581395,113,102,8.4,,,0.875,,,1,,,0.45,,,0.166666667,,,0.538461539,,,0.606060606,,,0.473684211,,,0.6,,1,0.45945946,0.037209302,0.013953488,0.093023256,0.027906977,0.120930233,0.153488372,0.265116279,0.11627907,0.172093023
216,0.527777778,114,102,8.3,,,0.875,,,1,,,0.45,,,0.166666667,1,,0.555555556,,,0.606060606,,,0.473684211,,,0.6,,,0.45945946,0.037037037,0.013888889,0.092592593,0.027777778,0.125,0.152777778,0.263888889,0.115740741,0.171296296
217,0.529953917,115,102,8.4,,,0.875,,,1,,,0.45,,,0.166666667,1,,0.571428571,,,0.606060606,,,0.473684211,,,0.6,,,0.45945946,0.036866359,0.013824885,0.092165899,0.02764977,0.129032258,0.152073733,0.262672811,0.115207373,0.170506912
218,0.532110092,116,102,8.5,,,0.875,,,1,,,0.45,,,0.166666667,,,0.571428571,,,0.606060606,1,,0.482758621,,,0.6,,,0.45945946,0.036697248,0.013761468,0.091743119,0.027522936,0.128440367,0.151376147,0.266055046,0.114678899,0.169724771
219,0.534246575,117,102,7.2,,,0.875,,,1,,,0.45,,,0.166666667,1,,0.586206897,,,0.606060606,,,0.482758621,,,0.6,,,0.45945946,0.03652968,0.01369863,0.091324201,0.02739726,0.132420091,0.150684932,0.264840183,0.114155251,0.168949772
220,0.536363636,118,102,7.4,,,0.875,,,1,,,0.45,,,0.166666667,,,0.586206897,,,0.606060606,,,0.482758621,,,0.6,1,,0.473684211,0.036363636,0.013636364,0.090909091,0.027272727,0.131818182,0.15,0.263636364,0.113636364,0.172727273
221,0.538461539,119,102,6.1,,,0.875,,,1,,,0.45,,,0.166666667,,,0.586206897,,,0.606060606,,,0.482758621,,,0.6,1,,0.487179487,0.036199095,0.013574661,0.090497738,0.027149321,0.13122172,0.149321267,0.262443439,0.113122172,0.176470588
222,0.536036036,119,103,6.3,,,0.875,,,1,,,0.45,,,0.166666667,,,0.586206897,,,0.606060606,,,0.482758621,,,0.6,,1,0.475,0.036036036,0.013513514,0.09009009,0.027027027,0.130630631,0.148648649,0.261261261,0.112612613,0.18018018
223,0.538116592,120,103,6.2,,,0.875,,,1,,,0.45,,,0.166666667,,,0.586206897,1,,0.617647059,,,0.482758621,,,0.6,,,0.475,0.035874439,0.013452915,0.089686099,0.02690583,0.130044843,0.152466368,0.260089686,0.112107623,0.179372197
224,0.535714286,120,104,6.3,,,0.875,,,1,,1,0.428571429,,,0.166666667,,,0.586206897,,,0.617647059,,,0.482758621,,,0.6,,,0.475,0.035714286,0.013392857,0.09375,0.026785714,0.129464286,0.151785714,0.258928571,0.111607143,0.178571429
225,0.537777778,121,104,6.2,,,0.875,,,1,,,0.428571429,,,0.166666667,,,0.586206897,,,0.617647059,1,,0.491525424,,,0.6,,,0.475,0.035555556,0.013333333,0.093333333,0.026666667,0.128888889,0.151111111,0.262222222,0.111111111,0.177777778
226,0.539823009,122,104,6.3,1,,0.888888889,,,1,,,0.428571429,,,0.166666667,,,0.586206897,,,0.617647059,,,0.491525424,,,0.6,,,0.475,0.039823009,0.013274336,0.092920354,0.026548673,0.128318584,0.150442478,0.261061947,0.110619469,0.17699115
227,0.54185022,123,104,6.4,,,0.888888889,,,1,,,0.428571429,,,0.166666667,,,0.586206897,,,0.617647059,1,,0.5,,,0.6,,,0.475,0.039647577,0.013215859,0.092511013,0.026431718,0.127753304,0.149779736,0.264317181,0.110132159,0.176211454
228,0.543859649,124,104,5.1,1,,0.9,,,1,,,0.428571429,,,0.166666667,,,0.586206897,,,0.617647059,,,0.5,,,0.6,,,0.475,0.043859649,0.013157895,0.092105263,0.026315789,0.127192983,0.149122807,0.263157895,0.109649123,0.175438597
229,0.541484716,124,105,5.2,,,0.9,,,1,,,0.428571429,,,0.166666667,,,0.586206897,,,0.617647059,,,0.5,,,0.6,,1,0.463414634,0.043668122,0.013100437,0.091703057,0.026200873,0.126637555,0.148471616,0.262008734,0.109170306,0.179039301
230,0.539130435,124,106,5.1,,,0.9,,,1,,,0.428571429,,,0.166666667,,,0.586206897,,,0.617647059,,,0.5,,1,0.576923077,,,0.463414634,0.043478261,0.013043478,0.091304348,0.026086957,0.126086957,0.147826087,0.260869565,0.113043478,0.17826087
231,0.541125541,125,106,5,,,0.9,,,1,,,0.428571429,,,0.166666667,,,0.586206897,,,0.617647059,1,,0.508196721,,,0.576923077,,,0.463414634,0.043290043,0.012987013,0.090909091,0.025974026,0.125541126,0.147186147,0.264069264,0.112554113,0.177489178
232,0.543103448,126,106,5.1,,,0.9,,,1,,,0.428571429,,,0.166666667,,,0.586206897,1,,0.628571429,,,0.508196721,,,0.576923077,,,0.463414634,0.043103448,0.012931034,0.090517241,0.025862069,0.125,0.150862069,0.262931035,0.112068966,0.176724138
233,0.540772532,126,107,5.2,,,0.9,,,1,,,0.428571429,,,0.166666667,,1,0.566666667,,,0.628571429,,,0.508196721,,,0.576923077,,,0.463414634,0.042918455,0.012875536,0.090128755,0.025751073,0.128755365,0.150214592,0.261802575,0.111587983,0.175965665
234,0.538461539,126,108,5.1,,1,0.818181818,,,1,,,0.428571429,,,0.166666667,,,0.566666667,,,0.628571429,,,0.508196721,,,0.576923077,,,0.463414634,0.047008547,0.012820513,0.08974359,0.025641026,0.128205128,0.14957265,0.260683761,0.111111111,0.175213675
235,0.536170213,126,109,5,,,0.818181818,,,1,,,0.428571429,,,0.166666667,,,0.566666667,,,0.628571429,,,0.508196721,,,0.576923077,,1,0.452380952,0.046808511,0.012765957,0.089361702,0.025531915,0.127659575,0.14893617,0.259574468,0.110638298,0.178723404
236,0.538135593,127,109,6.4,,,0.818181818,,,1,,,0.428571429,,,0.166666667,,,0.566666667,,,0.628571429,,,0.508196721,,,0.576923077,1,,0.465116279,0.046610169,0.012711864,0.088983051,0.025423729,0.127118644,0.148305085,0.258474576,0.110169492,0.18220339
237,0.540084388,128,109,6.5,,,0.818181818,,,1,,,0.428571429,,,0.166666667,,,0.566666667,,,0.628571429,,,0.508196721,1,,0.592592593,,,0.465116279,0.046413502,0.012658228,0.088607595,0.025316456,0.126582279,0.147679325,0.257383966,0.113924051,0.181434599
238,0.537815126,128,110,5.1,,,0.818181818,,,1,,,0.428571429,,,0.166666667,,,0.566666667,,,0.628571429,,,0.508196721,,1,0.571428571,,,0.465116279,0.046218487,0.012605042,0.088235294,0.025210084,0.12605042,0.147058824,0.256302521,0.117647059,0.180672269
239,0.539748954,129,110,5,1,,0.833333333,,,1,,,0.428571429,,,0.166666667,,,0.566666667,,,0.628571429,,,0.508196721,,,0.571428571,,,0.465116279,0.050209205,0.012552301,0.087866109,0.025104603,0.125523013,0.146443515,0.255230126,0.117154812,0.179916318
240,0.5375,129,111,5.1,,,0.833333333,,,1,,,0.428571429,,,0.166666667,,1,0.548387097,,,0.628571429,,,0.508196721,,,0.571428571,,,0.465116279,0.05,0.0125,0.0875,0.025,0.129166667,0.145833333,0.254166667,0.116666667,0.179166667
241,0.539419087,130,111,5,,,0.833333333,,,1,,,0.428571429,,,0.166666667,,,0.548387097,,,0.628571429,1,,0.516129032,,,0.571428571,,,0.465116279,0.049792531,0.012448133,0.087136929,0.024896266,0.128630705,0.145228216,0.257261411,0.116182573,0.178423237
242,0.537190083,130,112,5.1,,1,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.548387097,,,0.628571429,,,0.516129032,,,0.571428571,,,0.465116279,0.053719008,0.012396694,0.08677686,0.024793388,0.128099174,0.144628099,0.256198347,0.115702479,0.17768595
243,0.534979424,130,113,5,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.548387097,,,0.628571429,,,0.516129032,,,0.571428571,,1,0.454545455,0.053497942,0.012345679,0.086419753,0.024691358,0.127572017,0.144032922,0.255144033,0.115226337,0.181069959
244,0.532786885,130,114,6.4,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,1,0.53125,,,0.628571429,,,0.516129032,,,0.571428571,,,0.454545455,0.053278689,0.012295082,0.086065574,0.024590164,0.131147541,0.143442623,0.254098361,0.114754098,0.180327869
245,0.534693878,131,114,6.3,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.53125,,,0.628571429,1,,0.523809524,,,0.571428571,,,0.454545455,0.053061224,0.012244898,0.085714286,0.024489796,0.130612245,0.142857143,0.257142857,0.114285714,0.179591837
246,0.536585366,132,114,6.4,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.53125,1,,0.638888889,,,0.523809524,,,0.571428571,,,0.454545455,0.052845528,0.012195122,0.085365854,0.024390244,0.130081301,0.146341463,0.256097561,0.113821138,0.178861789
247,0.534412956,132,115,6.5,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.53125,,1,0.621621622,,,0.523809524,,,0.571428571,,,0.454545455,0.052631579,0.012145749,0.085020243,0.024291498,0.129554656,0.149797571,0.255060729,0.113360324,0.178137652
248,0.536290323,133,115,6.4,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.53125,,,0.621621622,,,0.523809524,1,,0.586206897,,,0.454545455,0.052419355,0.012096774,0.084677419,0.024193548,0.129032258,0.149193548,0.254032258,0.116935484,0.177419355
249,0.534136546,133,116,6.5,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.53125,,,0.621621622,,,0.523809524,,,0.586206897,,1,0.444444444,0.052208835,0.012048193,0.084337349,0.024096386,0.128514056,0.148594378,0.253012048,0.116465864,0.180722892
250,0.536,134,116,6.4,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.53125,1,,0.631578947,,,0.523809524,,,0.586206897,,,0.444444444,0.052,0.012,0.084,0.024,0.128,0.152,0.252,0.116,0.18
251,0.537848606,135,116,6.5,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.53125,,,0.631578947,1,,0.53125,,,0.586206897,,,0.444444444,0.051792829,0.011952191,0.083665339,0.023904382,0.12749004,0.151394422,0.25498008,0.115537849,0.179282869
252,0.53968254,136,116,5.1,,,0.769230769,,,1,,,0.428571429,,,0.166666667,1,,0.545454546,,,0.631578947,,,0.53125,,,0.586206897,,,0.444444444,0.051587302,0.011904762,0.083333333,0.023809524,0.130952381,0.150793651,0.253968254,0.115079365,0.178571429
253,0.541501976,137,116,5.2,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,1,,0.538461539,,,0.586206897,,,0.444444444,0.051383399,0.011857708,0.083003953,0.023715415,0.130434783,0.150197629,0.256916996,0.114624506,0.177865613
254,0.543307087,138,116,5.3,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.538461539,,,0.586206897,1,,0.456521739,0.051181102,0.011811024,0.082677165,0.023622047,0.12992126,0.149606299,0.255905512,0.114173228,0.181102362
255,0.541176471,138,117,5.4,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.538461539,,,0.586206897,,1,0.446808511,0.050980392,0.011764706,0.082352941,0.023529412,0.129411765,0.149019608,0.254901961,0.11372549,0.184313726
256,0.5390625,138,118,5.3,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,1,0.53030303,,,0.586206897,,,0.446808511,0.05078125,0.01171875,0.08203125,0.0234375,0.12890625,0.1484375,0.2578125,0.11328125,0.18359375
257,0.540856031,139,118,5.2,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.53030303,1,,0.6,,,0.446808511,0.050583658,0.011673152,0.081712062,0.023346304,0.128404669,0.147859922,0.256809339,0.116731518,0.182879377
258,0.53875969,139,119,5.3,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.53030303,,,0.6,,1,0.4375,0.050387597,0.011627907,0.081395349,0.023255814,0.127906977,0.147286822,0.255813954,0.11627907,0.186046512
259,0.536679537,139,120,5.2,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,1,0.52238806,,,0.6,,,0.4375,0.05019305,0.011583012,0.081081081,0.023166023,0.127413127,0.146718147,0.258687259,0.115830116,0.185328185
260,0.538461539,140,120,5.1,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.52238806,,,0.6,1,,0.448979592,0.05,0.011538462,0.080769231,0.023076923,0.126923077,0.146153846,0.257692308,0.115384615,0.188461539
261,0.540229885,141,120,5.2,,,0.769230769,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.52238806,1,,0.612903226,,,0.448979592,0.049808429,0.011494253,0.08045977,0.022988506,0.126436782,0.14559387,0.256704981,0.118773946,0.187739464
262,0.538167939,141,121,5.3,,1,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.52238806,,,0.612903226,,,0.448979592,0.053435115,0.011450382,0.080152672,0.022900763,0.125954199,0.145038168,0.255725191,0.118320611,0.187022901
263,0.536121673,141,122,5.2,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.52238806,,,0.612903226,,1,0.44,0.053231939,0.011406844,0.079847909,0.022813688,0.125475285,0.144486692,0.254752852,0.117870722,0.190114068
264,0.537878788,142,122,5.1,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,1,,0.529411765,,,0.612903226,,,0.44,0.053030303,0.011363636,0.079545455,0.022727273,0.125,0.143939394,0.257575758,0.117424242,0.189393939
265,0.535849057,142,123,5.2,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,,,0.529411765,,,0.612903226,,1,0.431372549,0.052830189,0.011320755,0.079245283,0.022641509,0.124528302,0.143396226,0.256603774,0.116981132,0.19245283
266,0.537593985,143,123,5.1,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.545454546,,,0.631578947,1,,0.536231884,,,0.612903226,,,0.431372549,0.052631579,0.011278195,0.078947368,0.022556391,0.12406015,0.142857143,0.259398496,0.116541353,0.191729323
267,0.539325843,144,123,5.2,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.545454546,1,,0.641025641,,,0.536231884,,,0.612903226,,,0.431372549,0.052434457,0.011235955,0.078651685,0.02247191,0.123595506,0.146067416,0.258426966,0.116104869,0.191011236
268,0.541044776,145,123,5.3,,,0.714285714,,,1,,,0.428571429,,,0.166666667,1,,0.558823529,,,0.641025641,,,0.536231884,,,0.612903226,,,0.431372549,0.052238806,0.01119403,0.078358209,0.02238806,0.126865672,0.145522388,0.257462687,0.115671642,0.190298508
269,0.539033457,145,124,5.4,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,,1,0.625,,,0.536231884,,,0.612903226,,,0.431372549,0.05204461,0.011152416,0.078066915,0.022304833,0.126394052,0.148698885,0.256505576,0.115241636,0.189591078
270,0.537037037,145,125,5.3,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,,1,0.609756098,,,0.536231884,,,0.612903226,,,0.431372549,0.051851852,0.011111111,0.077777778,0.022222222,0.125925926,0.151851852,0.255555556,0.114814815,0.188888889
271,0.538745388,146,125,5.2,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,,,0.609756098,,,0.536231884,1,,0.625,,,0.431372549,0.051660517,0.011070111,0.077490775,0.022140221,0.125461255,0.151291513,0.254612546,0.118081181,0.188191882
272,0.540441177,147,125,5.3,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,,,0.609756098,1,,0.542857143,,,0.625,,,0.431372549,0.051470588,0.011029412,0.077205882,0.022058824,0.125,0.150735294,0.257352941,0.117647059,0.1875
273,0.538461539,147,126,5.4,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,,,0.609756098,,,0.542857143,,1,0.606060606,,,0.431372549,0.051282051,0.010989011,0.076923077,0.021978022,0.124542125,0.15018315,0.256410256,0.120879121,0.186813187
274,0.540145985,148,126,5.3,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,1,,0.619047619,,,0.542857143,,,0.606060606,,,0.431372549,0.051094891,0.010948905,0.076642336,0.02189781,0.124087591,0.153284672,0.255474453,0.120437956,0.186131387
275,0.538181818,148,127,5.4,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,,,0.619047619,,,0.542857143,,1,0.588235294,,,0.431372549,0.050909091,0.010909091,0.076363636,0.021818182,0.123636364,0.152727273,0.254545455,0.123636364,0.185454546
276,0.536231884,148,128,5.3,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,,,0.619047619,,,0.542857143,,,0.588235294,,1,0.423076923,0.050724638,0.010869565,0.076086957,0.02173913,0.123188406,0.152173913,0.253623188,0.123188406,0.188405797
277,0.534296029,148,129,5.2,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,,,0.619047619,,1,0.535211268,,,0.588235294,,,0.423076923,0.050541516,0.010830325,0.075812274,0.02166065,0.122743682,0.151624549,0.25631769,0.122743682,0.187725632
278,0.535971223,149,129,5.1,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.558823529,1,,0.627906977,,,0.535211268,,,0.588235294,,,0.423076923,0.050359712,0.010791367,0.075539568,0.021582734,0.122302158,0.154676259,0.255395684,0.122302158,0.18705036
279,0.534050179,149,130,5.2,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,1,0.542857143,,,0.627906977,,,0.535211268,,,0.588235294,,,0.423076923,0.050179211,0.010752688,0.075268817,0.021505376,0.125448029,0.154121864,0.254480287,0.121863799,0.186379928
280,0.532142857,149,131,5.1,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.542857143,,,0.627906977,,1,0.527777778,,,0.588235294,,,0.423076923,0.05,0.010714286,0.075,0.021428571,0.125,0.153571429,0.257142857,0.121428571,0.185714286
281,0.53024911,149,132,5,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.542857143,,,0.627906977,,,0.527777778,,,0.588235294,,1,0.41509434,0.049822064,0.010676157,0.074733096,0.021352313,0.12455516,0.153024911,0.256227758,0.120996441,0.1886121
282,0.528368794,149,133,6.4,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.542857143,,,0.627906977,,1,0.520547945,,,0.588235294,,,0.41509434,0.04964539,0.010638298,0.074468085,0.021276596,0.124113475,0.15248227,0.258865248,0.120567376,0.187943262
283,0.526501767,149,134,6.3,,,0.714285714,,,1,,,0.428571429,,,0.166666667,,,0.542857143,,1,0.613636364,,,0.520547945,,,0.588235294,,,0.41509434,0.049469965,0.010600707,0.074204947,0.021201413,0.123674912,0.155477032,0.25795053,0.120141343,0.187279152
284,0.528169014,150,134,6.2,,,0.714285714,,,1,1,,0.454545455,,,0.166666667,,,0.542857143,,,0.613636364,,,0.520547945,,,0.588235294,,,0.41509434,0.049295775,0.01056338,0.077464789,0.021126761,0.123239437,0.154929578,0.257042254,0.11971831,0.186619718
285,0.52631579,150,135,6.3,,,0.714285714,,,1,,1,0.434782609,,,0.166666667,,,0.542857143,,,0.613636364,,,0.520547945,,,0.588235294,,,0.41509434,0.049122807,0.010526316,0.080701754,0.021052632,0.122807018,0.154385965,0.256140351,0.119298246,0.185964912
286,0.524475525,150,136,6.2,,,0.714285714,,,1,,,0.434782609,,,0.166666667,,,0.542857143,,,0.613636364,,1,0.513513514,,,0.588235294,,,0.41509434,0.048951049,0.01048951,0.08041958,0.020979021,0.122377622,0.153846154,0.258741259,0.118881119,0.185314685
287,0.526132404,151,136,6.1,1,,0.733333333,,,1,,,0.434782609,,,0.166666667,,,0.542857143,,,0.613636364,,,0.513513514,,,0.588235294,,,0.41509434,0.052264808,0.010452962,0.080139373,0.020905923,0.12195122,0.153310105,0.257839721,0.118466899,0.18466899
288,0.527777778,152,136,6.2,,,0.733333333,,,1,,,0.434782609,,,0.166666667,,,0.542857143,,,0.613636364,,,0.513513514,1,,0.6,,,0.41509434,0.052083333,0.010416667,0.079861111,0.020833333,0.121527778,0.152777778,0.256944444,0.121527778,0.184027778
289,0.529411765,153,136,6.3,,,0.733333333,,,1,,,0.434782609,,,0.166666667,,,0.542857143,,,0.613636364,,,0.513513514,,,0.6,1,,0.425925926,0.051903114,0.010380623,0.079584775,0.020761246,0.121107266,0.152249135,0.256055363,0.121107266,0.186851211
290,0.527586207,153,137,6.5,,,0.733333333,,,1,,,0.434782609,,,0.166666667,,,0.542857143,,,0.613636364,,,0.513513514,,,0.6,,1,0.418181818,0.051724138,0.010344828,0.079310345,0.020689655,0.120689655,0.151724138,0.255172414,0.120689655,0.189655172
291,0.529209622,154,137,6.4,,,0.733333333,,,1,1,,0.458333333,,,0.166666667,,,0.542857143,,,0.613636364,,,0.513513514,,,0.6,,,0.418181818,0.051546392,0.010309278,0.082474227,0.020618557,0.120274914,0.151202749,0.254295533,0.120274914,0.189003436
292,0.530821918,155,137,6.5,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.542857143,1,,0.622222222,,,0.513513514,,,0.6,,,0.418181818,0.051369863,0.010273973,0.082191781,0.020547945,0.119863014,0.154109589,0.253424658,0.119863014,0.188356164
293,0.532423208,156,137,5.1,,,0.733333333,,,1,,,0.458333333,,,0.166666667,1,,0.555555556,,,0.622222222,,,0.513513514,,,0.6,,,0.418181818,0.051194539,0.010238908,0.081911263,0.020477816,0.122866894,0.153583618,0.252559727,0.119453925,0.187713311
294,0.534013605,157,137,5.2,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.555555556,1,,0.630434783,,,0.513513514,,,0.6,,,0.418181818,0.051020408,0.010204082,0.081632653,0.020408163,0.12244898,0.156462585,0.25170068,0.119047619,0.18707483
295,0.53220339,157,138,5.3,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.555555556,,,0.630434783,,,0.513513514,,,0.6,,1,0.410714286,0.050847458,0.010169492,0.081355932,0.020338983,0.122033898,0.155932203,0.250847458,0.118644068,0.189830509
296,0.533783784,158,138,5.2,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.555555556,1,,0.638297872,,,0.513513514,,,0.6,,,0.410714286,0.050675676,0.010135135,0.081081081,0.02027027,0.121621622,0.158783784,0.25,0.118243243,0.189189189
297,0.531986532,158,139,5.3,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.555555556,,,0.638297872,,,0.513513514,,,0.6,,1,0.403508772,0.050505051,0.01010101,0.080808081,0.02020202,0.121212121,0.158249158,0.249158249,0.117845118,0.191919192
298,0.533557047,159,139,5.2,,,0.733333333,,,1,,,0.458333333,,,0.166666667,1,,0.567567568,,,0.638297872,,,0.513513514,,,0.6,,,0.403508772,0.05033557,0.010067114,0.080536913,0.020134228,0.124161074,0.157718121,0.248322148,0.117449664,0.191275168
299,0.531772575,159,140,5.3,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,1,0.552631579,,,0.638297872,,,0.513513514,,,0.6,,,0.403508772,0.050167224,0.010033445,0.080267559,0.02006689,0.127090301,0.157190636,0.247491639,0.117056856,0.190635452
300,0.53,159,141,5.2,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.552631579,,,0.638297872,,,0.513513514,,,0.6,,1,0.396551724,0.05,0.01,0.08,0.02,0.126666667,0.156666667,0.246666667,0.116666667,0.193333333
301,0.528239203,159,142,5.1,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.552631579,,,0.638297872,,1,0.506666667,,,0.6,,,0.396551724,0.049833887,0.009966777,0.079734219,0.019933555,0.126245847,0.156146179,0.249169435,0.11627907,0.19269103
302,0.529801325,160,142,5,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.552631579,,,0.638297872,1,,0.513157895,,,0.6,,,0.396551724,0.049668874,0.009933775,0.079470199,0.01986755,0.125827815,0.155629139,0.251655629,0.11589404,0.19205298
303,0.528052805,160,143,5.1,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.552631579,,1,0.625,,,0.513157895,,,0.6,,,0.396551724,0.049504951,0.00990099,0.079207921,0.01980198,0.125412541,0.158415842,0.250825083,0.115511551,0.191419142
304,0.52631579,160,144,5,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.552631579,,,0.625,,1,0.506493507,,,0.6,,,0.396551724,0.049342105,0.009868421,0.078947368,0.019736842,0.125,0.157894737,0.253289474,0.115131579,0.190789474
305,0.527868853,161,144,6.4,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.552631579,,,0.625,,,0.506493507,,,0.6,1,,0.406779661,0.049180328,0.009836066,0.078688525,0.019672131,0.124590164,0.157377049,0.252459016,0.114754098,0.193442623
306,0.526143791,161,145,6.5,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.552631579,,,0.625,,1,0.5,,,0.6,,,0.406779661,0.049019608,0.009803922,0.078431373,0.019607843,0.124183007,0.156862745,0.254901961,0.114379085,0.192810458
307,0.524429967,161,146,6.4,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,1,0.538461539,,,0.625,,,0.5,,,0.6,,,0.406779661,0.048859935,0.009771987,0.078175896,0.019543974,0.127035831,0.156351792,0.254071661,0.114006515,0.19218241
308,0.522727273,161,147,6.3,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.538461539,,,0.625,,,0.5,,1,0.583333333,,,0.406779661,0.048701299,0.00974026,0.077922078,0.019480519,0.126623377,0.155844156,0.253246753,0.116883117,0.191558442
309,0.521035599,161,148,6.2,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.538461539,,1,0.612244898,,,0.5,,,0.583333333,,,0.406779661,0.048543689,0.009708738,0.077669903,0.019417476,0.126213592,0.158576052,0.252427185,0.116504854,0.190938511
310,0.519354839,161,149,6.1,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.538461539,,,0.612244898,,1,0.493670886,,,0.583333333,,,0.406779661,0.048387097,0.009677419,0.077419355,0.019354839,0.125806452,0.158064516,0.25483871,0.116129032,0.190322581
311,0.517684888,161,150,6,,,0.733333333,,,1,,,0.458333333,,,0.166666667,,,0.538461539,,,0.612244898,,1,0.4875,,,0.583333333,,,0.406779661,0.048231511,0.009646302,0.077170418,0.019292605,0.125401929,0.15755627,0.257234727,0.115755627,0.189710611
